genome,D300242,D300243,D300244,D300245,D300246,D300247,D300248,D300249,D300250,D300251,D300252,D300253,D300254,D300255,D300256,D300257,D300258,D300259,D300260,D300261,D300262,D300263,D300264,D300265
D300242:bin_000001,21.157,13.144,9.543,77.455,2.913,1.024,14.348,0.833,0.959,1.018,3.25,3.969,2.349,1.94,22.883,3.95,31.948,4.41,11.553,1.88,7.084,9.837,0,6.067
D300242:bin_000002,67.417,30.83,35.569,20.213,127.604,34.776,30.676,22.768,71.303,116.351,32.563,117.753,8.482,36.896,71.466,5.929,86.729,124.175,166.65,112.521,23.912,40.642,7.37,67.567
D300242:bin_000003,18.593,0.991,2.568,0,21.895,11.762,1.006,1.179,2.638,23.03,6.781,11.397,1.037,1.699,16.66,0,12.75,14.74,16.5,7.855,0,1.194,0,9.189
D300242:bin_000023,33.257,35.839,30.672,21.297,30.054,16.714,16.469,15.337,31.105,28.913,22.546,43.926,39.029,24.865,24.201,17.413,36.153,49.857,36.707,27.221,28.91,28.485,5.155,30.613
D300242:bin_000025,15.463,2.783,3.143,1.178,2.774,11.804,0,3.954,2.709,16.881,14.779,16.248,4.589,3.216,43.733,2.091,11.954,5.955,3.626,8.304,5.593,1.631,0,13.987
D300243:bin_000004,7.641,15.632,8.606,8.415,9.501,7.43,7.238,11.702,10.711,16.189,8.168,5.36,8.992,5.615,8.902,8.351,9.829,9.099,11.676,7.445,9.527,7.176,1.583,5.108
D300243:bin_000028,21.333,19.106,88.063,34.261,2.956,34.699,34.255,15.645,14.165,9.962,63.15,12.898,116.188,21.869,5.91,96.308,31.512,8.659,3.044,6.384,82.159,9.777,52.689,4.382
D300243:bin_000041,8.22,24.032,7.642,7.437,8.049,9.615,10.35,14.803,5.997,25.078,11.818,7.202,10.778,9.137,27.925,4.901,8.489,7.976,9.46,23.738,15.45,7.921,0,10.499
D300243:bin_000043,3.257,19.186,5.346,11.777,0,14.163,11.843,14.895,6.072,0,14.165,0,18.913,8.908,0,27.379,1.822,0,0,0,30.109,15.505,21.261,0
D300244:bin_000018,7.838,5.393,14.691,3.155,3.177,6.56,5.343,3.949,3.833,4.45,3.949,1.695,3.567,4.458,6.162,4.7,7.938,1.691,0.899,4.82,6.026,5.11,3.187,1.449
D300244:bin_000021,1.436,8.555,16.68,10.305,0,22.383,31.011,22.96,0,0,22.546,1.958,8.118,3.685,2.783,10.793,0,0.965,0,0,66.011,11.731,9.07,0
D300244:bin_000028,2.07,4.594,17.294,0.954,7.4,3.172,2.403,3.693,7.439,1.905,1.106,2.096,1.83,3.877,3.254,2.447,3.306,2.483,0.905,0.933,2.127,2.677,1.004,1.799
D300245:bin_000010,5.283,37.694,28.193,74.905,0,7.07,46.279,23.925,7.174,15.807,7.442,5.75,105.998,32.314,8.285,19.634,8.275,4.316,0,0,23.596,30.572,4.343,0
D300245:bin_000013,0.903,2.672,6.148,16.045,0,3.623,4.653,1.079,1.03,0,2.041,9.782,4.659,4.266,1.543,7.83,0.884,0,0,1.209,14.53,1.751,0,0
D300245:bin_000018,0,0,0,15.67,3.059,0.964,0,0,0,3.058,0.878,0.638,3.426,0,10.41,1.302,3.239,0,0,10.613,1.774,0,0,1.174
D300245:bin_000027,2.528,8.127,1.097,30.644,0,29.447,8.203,5.081,1.361,0,6.416,0.913,21.842,4.567,8.947,34.157,1.953,0,0,3.897,6.382,18.326,2.803,0
D300245:bin_000045,131.786,191.093,184.864,68.037,281.639,57.124,87.552,115.385,263.666,260.135,50.799,160.971,129.683,105.39,99.276,115.834,117.867,208.352,196.019,124.879,151.882,120.176,76.223,110.613
D300246:bin_000002,17.404,57.848,42.909,28.1,24.303,9.864,40.524,28.363,68.013,34.96,55.903,18.644,46.85,29.434,37.785,35.086,14.193,36.001,10.079,17.494,19.601,25.646,1.369,14.024
D300246:bin_000010,6.202,1.96,1.277,1.406,10.834,10.204,1.824,1.295,0,2.007,2.331,1.12,3.387,2.55,1.555,6.049,10.301,1.77,0,17.834,0,2.564,4.181,0
D300246:bin_000011,3.243,1.568,6.44,0,14.275,2.93,1.502,1.782,3.201,1.659,2.992,6.233,0.715,1.944,6.785,0.711,1.608,5.855,1.686,1.768,1.133,1.515,0.971,5.16
D300246:bin_000018,6.395,2.592,5.634,3.626,20.283,9.486,1.577,1.112,4.916,8.543,10.473,28.451,4.026,5.734,9.201,3.306,9.24,24.301,20.481,25.395,6.921,3.943,0,4.977
D300246:bin_000044,39.04,25.462,39.321,11.188,48.963,12.541,20.197,44.858,125.152,57.412,27.981,91.829,17.645,58.456,33.188,12.595,35.939,83.052,51.523,40.196,27.38,52.968,9.583,42.933
D300246:bin_000052,19.387,9.964,4.637,6.793,9.703,16.281,4.671,5.771,5.987,5.795,9.204,2.769,3.911,2.605,10.049,2.615,20.825,2.889,1.98,11.432,6.074,5.3,0,9.461
D300247:bin_000006,91.022,67.881,49.084,46.574,67.001,55.66,24.622,38.583,95.199,164.158,24.737,54.718,59.007,49.248,29.936,62.678,74.861,83.699,149.918,54.325,79.951,75.854,2.638,126.662
D300248:bin_000004,0,4.809,0,18.207,0,0,15.255,16.562,0,0,0,0,2.28,0,2.204,61.138,0,0,0,1.878,2.099,6.938,4.946,0
D300248:bin_000008,9.247,6.926,14.762,9.958,0,12.392,23.99,14.588,3.581,6.645,58.865,7.136,14.34,12.036,11.53,15.827,11.015,5.384,0,6.763,21.822,8.802,41.888,0
D300248:bin_000018,0,4.435,3.729,0,0,0,13.132,1.188,0,1.214,1.799,0,1.593,1.075,0,0,0,0,0,0,3.7,1.632,1.856,0
D300248:bin_000023,3.971,5.279,1.733,1.923,8.084,4.57,15.007,2.538,1.206,5.055,1.289,1.141,1.061,0,4.879,3.457,23.564,1.309,1.341,6.857,1.914,3.13,0,2.856
D300248:bin_000024,127.013,107.272,144.817,82.477,251.81,56.2,100.495,35.44,206.277,181.722,157.485,239.124,101.911,89.976,157.823,77.824,119.858,196.239,158.683,133.147,125.758,117.271,30.145,148.289
D300249:bin_000005,91.006,53.731,30.051,24.007,197.308,42.141,7.216,16.654,101.791,81.352,46.017,143.24,63.052,49.801,79.475,8.483,94.686,137.546,164.156,71.487,8.846,55.802,0,96.183
D300249:bin_000046,34.573,0,1.068,5.481,0,13.676,1.677,8.267,0,0.92,6.687,0,1.161,2.364,5.302,1.218,0.925,0,0,11.722,0,0,0,0
D300250:bin_000017,0,9.103,13.886,15.235,0,6.958,22.402,14.186,19.299,4.658,21.15,3.16,12.299,23.832,0,3.864,0,2.382,0,0,20.059,65.803,0.947,0
D300250:bin_000018,2.149,5.713,5.868,0,0.715,5.295,1.529,2.42,17.286,5.83,2.5,1.486,1.6,5.813,2.042,10.542,8.856,2.293,4.944,1.126,2.303,3.843,0,1.744
D300250:bin_000024,5.411,1.731,5.245,3.718,12.878,2.105,1.106,5.1,12.315,5.451,1.938,3.883,3.49,2.251,3.651,2.365,3.099,8.776,17.481,2.249,3.876,3.332,0.705,2.924
D300251:bin_000015,9.931,42.831,35.534,9.375,6.926,14.44,25.34,36.218,12.756,19.375,5.242,6.245,9.243,31.011,10.457,23.429,23.056,8.965,4.591,9.209,22.122,20.346,61.454,15.811
D300251:bin_000040,7.766,7.667,7.1,11.958,7.329,6.629,8.18,7.793,5.265,13.63,9.053,4.259,8.746,5.378,7.972,9.656,13.927,4.729,4.689,9.829,18.245,5.837,8.271,4.3
D300252:bin_000001,22.161,6.073,17.083,6.568,14.327,18.575,8.528,6.534,14.272,19.511,40.873,21.465,7.541,8.851,49.517,5.4,8.163,18.454,14.693,11.078,5.416,4.703,2.79,29.691
D300252:bin_000010,2.465,4.112,2.372,6.818,0,2.881,5.386,1.183,2.366,4.831,100.517,1.712,1.177,2.169,7.222,2.093,1.754,1.646,0,1.139,2.736,1.614,1.457,0
D300252:bin_000011,2.617,1.491,2.284,1.246,0,3.854,7.161,1.497,0,1.419,14.366,0,1.122,2.452,1.169,3.152,1.325,0,0,0,0.982,0,0,0
D300252:bin_000020,0,14.743,16.545,17.367,0,12.472,32.459,15.163,0,0,13.348,3.014,3.213,2.702,0,21.453,18.205,0,0,0,38.351,4.941,10.414,0
D300253:bin_000005,7.791,2.324,7.004,47.752,0,13.334,5.956,3.511,2.477,0.977,6.067,23.08,3.293,19.418,14.439,16.201,3.172,1.974,0,14.815,3.894,17.414,4.192,0
D300253:bin_000007,12.739,9.697,36.58,35.51,1.811,14.709,2.443,2.503,15.306,4.012,76.289,21.438,45.27,19.955,11.716,21.259,1.835,3.256,0,27.724,14.867,21.786,4.086,0
D300253:bin_000040,17.179,12.202,24.094,6.41,14.335,19.622,15.067,16.476,22.045,14.766,6.27,15.89,8.787,10.151,18.261,9.665,16.057,11.392,14.813,12.607,24.678,6.996,4.637,11.859
D300254:bin_000011,3.843,14.004,7.562,21.379,0,20.283,22.947,16.511,4.581,3.106,14.127,3.023,35.682,7.798,10.352,22.833,11.457,1.271,0,0,8.634,6.134,11.737,0
D300254:bin_000016,0,8.367,8.977,4.438,0,1.08,4.911,4.946,1.062,2.763,12.531,2.289,18.575,3.999,0,10.004,3.438,0,0,0,11.897,4.417,18.177,0
D300254:bin_000019,17.059,74.75,42.995,85.512,5.644,203.256,41.564,38.862,19.776,8.097,105.109,29.421,520.98,66.159,24.182,319.921,24.645,6.994,0,18.467,123.641,98.219,34.207,4.655
D300254:bin_000031,0,0.827,1.422,0,0,0,1.559,0.771,0,0,0,0,8.888,0,0,0,0,0,0,0,0.88,0,0,0
D300255:bin_000002,0,0,4.501,1.868,0,0.881,9.186,0,4.153,0,0,2.372,0,13.729,9.24,4.253,0,0,0,0,0,0.97,0,0
D300255:bin_000023,4.301,11.937,7.745,3.364,7.759,4.015,4.215,8.548,11.239,13.875,1.907,2.631,2.243,17.501,4.469,24.335,10.128,3.314,6.685,3.399,13.24,7.679,0.725,3.68
D300256:bin_000008,31.796,24.919,22.853,20.511,19.738,25.243,25.215,24.05,13.614,23.586,27.735,17.634,18.532,14.343,29.25,11.663,36.634,24.536,11.764,23.852,21.975,10.352,6.81,18.663
D300256:bin_000021,0,0,4.445,0,3.606,6.426,1.369,5.131,2.802,6.496,15.737,3.234,0,0,19.615,28.217,2.996,4.987,10.106,0,5.469,0,0,14.64
D300256:bin_000037,18.193,4.379,16.064,4.473,36.132,27.376,23.934,7.325,14.261,6.98,11.454,49.733,14.257,36.494,34.181,8.223,20.568,20.648,7.984,17.118,18.951,26.653,10.237,36.723
D300257:bin_000004,0,1.751,1.494,5.985,0,7.096,6.237,1.602,1.605,3.302,2.035,1.741,3.182,2.959,4.537,28.487,1.075,0,0,3.085,4.429,2.025,1.383,1.52
D300257:bin_000017,5.605,12.681,21.597,31.712,21.225,27.246,12.345,3.929,11.18,1.914,24.672,21.027,6.664,11.53,26.991,18.616,3.212,29.492,4.552,10.869,6.002,12.597,0,15.984
D300257:bin_000026,7.867,5.808,8.834,4.452,6.904,5.516,6.255,8.001,8.097,6.302,7.25,9.599,7.324,7.728,6.191,16.968,7.557,8.624,6.345,7.494,7.582,5.716,1.256,6.356
D300257:bin_000038,0,0,0,8.055,0,0,4.589,2.045,0,0,0,0,0,8.602,0,15.441,0,0,0,0,0,8.546,0,0
D300258:bin_000001,4.105,1.123,4.768,7.516,6.205,8.468,3.505,3.363,1.378,2.505,7.471,2.357,5.887,2.059,6.793,0,15.81,1.034,0,7.002,6.66,0.769,5.195,3.474
D300258:bin_000003,11.544,59.355,62.497,18.039,1.336,23.158,37.298,36.511,24.49,38.935,20.43,30.264,20.305,19.867,10.673,22.755,25.586,16.858,4.968,14.44,66.599,20.763,14.749,0
D300258:bin_000012,10.333,4.416,5.643,8.851,4.456,13.344,9.438,5.006,1.918,10.74,7.847,6.656,7.005,4.7,9.92,6.43,17.522,1.725,1.623,10.374,13.138,5.49,6.126,5.865
D300258:bin_000053,0,0,0,0,0,1.973,0,0,0,0,0,0,0,0,1.622,0,10.025,0,0,4.458,2.398,1.782,0,0
D300259:bin_000025,7.484,59.1,29.276,15.746,34.868,16.688,20.461,16.259,29.72,30.606,16.13,49.635,30.282,11.808,38.899,21.962,25.032,31.354,39.566,19.029,19.093,14.707,7.887,26.135
D300260:bin_000003,0,0,0,0,52.006,0,1.428,0,14.421,30.53,0,3.376,0,0,3.085,0,12.736,45.854,76.586,7.172,0,0,0,15.199
D300261:bin_000003,3.453,17.999,21.007,4.209,17.698,8.858,6.52,13.597,20.56,31.096,3.995,22.15,7.586,12.223,9.068,6.669,11.619,21.881,16.237,33.539,3.256,15.513,0,8.218
D300262:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85,0,1.107,0
D300262:bin_000011,9.764,8.023,13.2,6.449,10.262,5.81,8.78,8.29,9.616,7.703,2.11,6.276,2.395,7.382,9.125,4.68,16.501,8.836,9.934,5.991,18.467,7.181,1.451,7.346
D300262:bin_000022,5.328,11.895,5.951,2.602,1.834,8.879,5.989,5.599,1.442,6.02,3.763,2.542,4.193,3.487,5.167,5.762,12.264,1.619,1.394,5.381,15.289,2.488,0.803,1.525
D300262:bin_000032,1.609,1.334,1.43,0,2.697,0,2.989,5.643,3.268,2.678,1.403,1.748,0,1.906,1.049,0,7.17,0,0.707,3.872,11.237,1.017,0,0.713
D300263:bin_000027,0,0,0,0,0,0,0,0,0,0,0,0,1.399,2.495,0,0,0,0,0,0,0.921,11.406,0,0
D300264:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.678,0
D300264:bin_000003,1.171,1.553,0,1.801,0,4.329,0,1.897,1.593,0,2.347,0,0,1.602,0,7.416,0,0,0,0,1.463,1.986,20.997,0
D300264:bin_000004,0,14.149,54.649,14.999,0,0,54.08,6.61,5.451,0,0,0,2.58,10.309,0,26.804,0,0,0,0,10.482,20.209,48.082,0
D300264:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.728,0
D300264:bin_000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.848,0
D300264:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.181,0
D300264:bin_000018,0,0,0,0,0,0,2.475,2.245,0,0,0,0,0,0,0,0,0,0,0,0,5.908,1.37,25.489,0
D300264:bin_000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.903,0
D300264:bin_000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.242,0
D300264:bin_000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.163,0
D300264:bin_000022,0,16.606,4.368,9.977,0,0,7.211,3.069,0,0,2.708,0,10.465,7.198,0,8.695,0,0,0,0,29.125,5.111,18.418,0
D300264:bin_000023,1.125,8.327,6.86,3.57,0,5.747,3.311,4.709,2.774,1.751,6.605,0,6.937,5.747,0,4.46,2.907,0,0,0,2.092,4.014,20.313,0
D300264:bin_000028,1.846,0,2.394,4.497,0,11.178,5.233,9.436,0.765,0.984,12.549,0.787,4.659,2.569,10.474,10.742,3.189,0,0,0,7.005,4.468,8.984,1.131
D300264:bin_000033,0,4.177,0,0,0,0,2.232,4.645,0,0,1.359,0,0,0,0,5.098,0,0,0,0,11.24,0,52.166,0
D300264:bin_000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.514,0
D300264:bin_000036,0,3.049,0,0,0,0,4.097,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,0.75,34.802,0
D300264:bin_000043,1.34,1.164,1.486,0,0,1.67,1.691,1.215,0,0,1.886,0,1.707,0,0,1.475,0,0,0,0,4.903,0,50.612,0
D300265:bin_000012,1.328,2.818,2.154,7.798,5.358,4.127,0,2.31,2.691,3.273,4.181,3.312,3.739,0,1.376,3.766,4.106,2.528,2.384,6.918,3.084,0.938,0,15.487
D300265:bin_000013,40.232,47.541,34.691,27.312,46.993,22.378,32.985,13.935,47.265,54.245,23.586,45.101,34.022,25.138,37.219,25.329,63.96,45.87,49.342,49.058,38.228,34.177,6.913,34.942
JPB:bin_000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000003,1.502,0.74,2.411,0,5.802,2.24,0,2.609,1.171,8.369,1.659,1.734,0,1.06,1.514,2.494,2.652,2.507,8.532,3.194,3.475,0,0,2.661
JPB:bin_000004,0,0,0,0,0.628,0.82,0,0,0,0,0,0,0,0,0,1.334,0,0,0,0,0,0,0,0.855
JPB:bin_000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000007,2.225,1.179,1.713,1.603,2.153,5.08,0,1.158,0,5.449,0,1.559,1.892,0,3.066,1.426,2.175,2.04,1.629,2.435,0,0,0,4.506
JPB:bin_000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000010,1.748,1.11,4.002,0.634,2.179,1.253,0,2.32,1.205,4.871,0.751,0.79,0.914,1.297,1.567,3.257,2.537,3.566,4.511,2.509,4.067,0,0,2.849
JPB:bin_000012,1.241,1.557,0.955,2.22,0,2.215,0.96,1.445,0.693,2.971,0,2.826,1.403,0,5.023,3.739,2.006,1.15,0,1.799,1.43,0.713,0,5.891
JPB:bin_000014,7.783,1.033,0,0,10.544,3.937,0,0,4.022,7.191,4.964,16.099,0,0.814,13.103,1.212,18.075,6.454,13.349,7.054,0,0,0,15.372
JPB:bin_000015,0,1.078,0.961,0,0,0,1.664,0,0.955,0,0,0,0,1.397,0,0,0.963,0,0,0,2.898,0,0,0
JPB:bin_000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000019,1.054,0,0,1.145,1.656,1.595,0,1.587,0.618,1.078,1.291,1.4,0.99,0,1.23,0,1.069,0.757,0.883,1.152,1.224,0,0,1.26
JPB:bin_000020,1.522,1.476,0.775,1.467,4.37,2.439,1.171,1.022,2.61,1.526,1.603,2.759,1.102,0.653,3.031,2.621,2.256,2.587,2.712,1.798,4.209,0,0,1.366
JPB:bin_000021,0,0,0,0,0,0,5.61,0,0,0,0.873,0,0,0,0,0,0,0,0,0,1.839,0,0.923,0
JPB:bin_000022,0,3.393,2.033,1.085,0,1.312,1.702,1.407,1.093,0.606,0.997,0,1.674,0,0,1.774,1.083,0,0,0,4.661,1.048,2.605,0
JPB:bin_000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000024,0,0,0,0,0,0,0,0.728,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0
JPB:bin_000025,0,50.098,4.928,104.647,0,0.67,146.021,129.468,200.288,0.622,0,0,8.388,125.618,52.147,48.56,0,3.126,0.855,0,2.629,243.892,0,0.829
JPB:bin_000026,18.468,1.294,10.276,0,27.949,18.958,0,0,0.588,1.989,13.57,5.341,6.594,0,2.57,14.847,10.216,1.525,1.448,3.138,0,0,0,2.697
JPB:bin_000027,0,0,3.497,0,0,0,1.21,0,1.561,0,0.578,1.465,1.962,0,0,1.894,0,0,0,0,0,1.529,1.613,0
JPB:bin_000028,0,28.377,0,0,0,0,0,0,3.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641
JPB:bin_000029,4.252,0,1.13,0.834,2.973,1.141,0,1.154,1.795,3.475,0.911,2.943,1.907,1.62,1.889,2.103,0.9,2.26,0,2.142,1.284,0.889,0,2.643
JPB:bin_000030,0,0,1.007,1.154,0,0.846,1.336,0,0,0.721,2.901,0,0,0,0.842,2.947,0.597,0,0,0,1.603,0.672,2.116,0
JPB:bin_000032,1.08,0,1.994,0,0,5.158,0,1.114,0,9.727,1.295,0.99,0.899,0,2.489,5.939,1.915,0,0.567,1.607,1.801,0,0,3.134
JPB:bin_000033,0,0,0,0,0,0.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000034,0,0,0,0,0,0,0,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.425,0
JPB:bin_000035,0,0.825,0,2.054,0,2.226,2.02,1.444,0,0,1.208,0,1.33,0.764,1.356,1.29,0,0,0,0,0.879,0,0,0
JPB:bin_000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000037,0,1.367,0,2.611,0,1.004,1.455,2.008,0,0,0,0,0,0,3.888,0.952,1.447,0,0,0,5.119,1.792,1.726,0
JPB:bin_000039,0,5.649,5.474,1.754,0,0.874,4.367,4.8,3.541,0,0,0.908,3.429,2.646,0,0.923,0,0,0,0,3.98,2.305,2.005,0
JPB:bin_000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000045,20.317,230.688,273.965,53.87,44.42,18.988,53.461,172.42,177.901,40.023,55.256,28.078,36.473,102.357,48.113,3.641,14.288,46.143,38.219,9.565,60.978,63.822,50.29,29.605
JPB:bin_000046,2.734,1.748,1.854,0.933,12.41,7.63,0,1.664,0.702,5.644,0,5.35,2.409,1.704,10.387,3.462,8.728,3.119,1.192,3.325,3.041,0.962,0,4.791
JPB:bin_000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000051,0,15.6,11.302,8.816,0,4.459,5.621,8.057,3.869,0,3.037,0.739,14.578,8.461,0,8.105,0,0,0,0,6.012,12.137,0,0
JPB:bin_000052,0,0.876,1.516,0,0.594,1.679,0,0.884,0,2.296,0,1.438,1.867,0,0,1.589,0.938,0,0.982,1.426,0.713,0,0,1.193
JPB:bin_000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
