genome,D300242,D300243,D300244,D300245,D300246,D300247,D300248,D300249,D300250,D300251,D300252,D300253,D300254,D300255,D300256,D300257,D300258,D300259,D300260,D300261,D300262,D300263,D300264,D300265
JPB:bin_000521,1.417,0,0,0,10.167,0,0,0,0,0,0,0,0,0,3.787,0,0,1.541,1.135,1.659,0,0,0,1.872
JPB:bin_000523,0,0,0,0,0,0,1.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000524,5.162,6.588,7.212,5.142,12.338,4.761,4.372,5.041,9.085,8.478,5.075,10.53,7.456,4.762,8.141,5.575,4.879,8.323,8.582,7.915,9.293,5.615,3.218,5.41
JPB:bin_000525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000526,0,0,0,0.881,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000529,0,1.585,4.39,0.594,0,0.912,1.766,0.683,7.96,2.749,0,0,1.207,0.806,0,1.597,10.374,0.999,1.236,0,4.413,1.386,0,0
JPB:bin_000530,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000533,20.665,0,0,7.11,0,14.937,3.261,5.032,0,0,8.155,2.236,2.496,3.561,9.283,2.045,2.174,0,0,12.754,0,0,0,1.385
JPB:bin_000534,21.423,0,0,9.799,2.408,23.511,2.224,3.185,0,0,10.29,4.211,3.751,4.948,15.51,2.479,2.195,2.447,0,15.67,0,0,0,1.998
JPB:bin_000535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000536,0,1.081,0,0,0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674,0,0
JPB:bin_000539,250.185,312.223,291.258,165.865,400.059,157.848,136.798,203.168,318.502,324.165,171.239,329.426,166.604,166.725,223.601,217.19,295.46,349.357,339.694,248.977,267.992,246.951,114.314,243.283
JPB:bin_000541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000542,0.667,0,0,0,0,0,0,0,0,0,1.172,0,0,0,0,0,0,0,0,0,0,0,0,0.774
JPB:bin_000543,1.17,0,0,0,2.137,1.08,0,0,0,0,0.842,0.804,0,0,1.874,0,0,1.096,0.965,0.896,0,0,0,0
JPB:bin_000544,1.736,1.696,4.058,0,1.667,2.094,1.113,1.442,0.729,0.885,0.951,0,0.622,0.958,1.114,0.837,1.438,0,0,0.656,1.355,0,0,0.961
JPB:bin_000545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000548,175.99,226.801,209.498,103.227,260.509,104.52,92.329,142.119,195.767,219.546,92.523,230.846,100.171,111.902,151.942,114.416,172.9,246.723,248.218,156.502,198.424,173.672,63.111,193.806
JPB:bin_000550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188,0
JPB:bin_000551,2.421,0.926,3.141,1.007,0.68,4.121,1.773,1.202,0.834,3.3,2.195,0.915,1.346,1.109,3.43,0.859,8.847,1.207,0.837,1.597,4.007,0.788,1.305,2.656
JPB:bin_000553,0,0,0,0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000557,0,0,0,1.028,0,0,0,0,3.629,0,0,0,0.973,0,0,1.802,0,0,0,0,2.219,1.677,0,0
JPB:bin_000558,0,11.562,0,0,0,0,0,3.041,0,0,0,0,0,0,0,1.169,0,0,0,0,0,0,0,0
JPB:bin_000559,1.925,0,1.182,2.598,2.12,2.986,0,0,2.949,0,0,1.81,3.087,1.324,7.337,4.112,2.271,0,0,3.717,0,2.04,1.013,2.188
JPB:bin_000560,3.896,0.769,1.024,1.67,1.928,6.317,2.78,3.523,0,1.241,5.141,1.545,1.686,1.824,6.08,2.012,2.213,0.745,0,2.906,1.148,0,0.969,1.888
JPB:bin_000562,0,0,0,1.858,0,0,0,0,0,0,1.175,0,1.52,0.97,0,1.821,0,0,0,0,0,1.236,0,0
JPB:bin_000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0
JPB:bin_000566,5.491,1.049,2.355,5.28,10.51,3.056,1.091,0.727,3.078,0,1.532,2.515,4.942,1.825,2.932,4.232,1.66,2.05,2.808,7.437,0,2.796,0,0
JPB:bin_000567,3.679,2.949,0.938,0,5.088,1.118,0,0,0,3.148,2.376,0.63,0.984,0,4.84,0,2.474,2.55,1.619,2.821,0,0,0,2.621
JPB:bin_000570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000575,4.49,0,0,4.145,6.529,4.226,0,0,0,0,1.719,0,0,0,24.02,0,4.671,0,0,0,0,0,0,0
JPB:bin_000576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.527,0
JPB:bin_000577,0.999,0,1.046,0,1.447,1.699,0.94,0.996,0,1.306,0,0,0,0,1.428,1.697,2.639,0,0.609,1.338,0.903,0,0,0.684
JPB:bin_000578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.704,0,4.432,0
JPB:bin_000579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.187,0
JPB:bin_000582,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0.674,0,0,0,0,0,0,0,0,0
JPB:bin_000585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0
JPB:bin_000587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000588,0.657,1.339,0.962,0.749,1.316,0,0.994,1.166,0.784,1.973,0.628,0.825,0.922,0,1.076,0,1.317,0.811,0,0.845,2.111,0,1.038,1.183
JPB:bin_000594,16.224,9.726,4.645,4.657,6.504,8.86,4.962,5.943,7.285,6.998,6.018,2.095,5.774,4.466,7.249,4.426,23.957,6.149,3.609,10.239,6.901,7.409,0,9.38
JPB:bin_000595,0,0,0,0,0,0,2.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000599,0,0,0,0.819,0.925,0.802,0,0,1.258,0,0,0,0,0,0.965,0.788,0,0,1.592,1.688,0,0,0,2.23
JPB:bin_000600,0,0,0,0.668,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000601,0,0,0,0.602,2.297,1.697,0,0,7.127,0,0,0.9,0.657,0,3.094,0.777,2.146,1.986,0,0,0,0,0,6.105
JPB:bin_000603,0,0,0,0,0,0,0.782,4.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.656,0
JPB:bin_000605,0,1.352,0.807,1.906,0,0,2.185,1.137,1.131,0,0,0,0,0,2.496,5.76,0,0,0,1.288,0,0,0,0
JPB:bin_000606,0,0,0,0,0,0.809,2.74,0.874,0,0,0,0,0,0.851,0,0,0,0,0,0,0,0,0,0
JPB:bin_000608,1.202,2.98,1.696,1.533,1.549,1.262,1.138,2.289,1.129,2.229,1.234,1.537,1.327,0.944,3.443,0,1.71,2.336,1.772,1.991,2.339,1.784,0,0.809
JPB:bin_000609,1.648,2.458,6.489,0,3.935,2.255,2.444,2.436,2.955,1.211,1.212,1.01,0.979,1.959,2.552,1.385,1.738,1.161,0,0,1.445,1.41,0.963,1.162
JPB:bin_000611,18.295,70.223,44.552,76.166,6.021,154.144,37.798,38.125,15.963,7.965,101.961,29.644,172.105,55.264,24.629,160.046,28.575,6.59,2.856,20.571,93.025,81.84,33.595,5.454
JPB:bin_000612,218.894,3.445,17.869,72.341,341.136,113.92,3.276,14.49,63.596,31.316,108.579,163.173,101.781,64.376,141.104,35.866,47.929,217.686,171.811,122.789,0,27.401,0,49.644
JPB:bin_000615,0,1.172,0,1.085,0,0.811,2.023,1.373,0,0,0.751,0,0.913,0,0,0.679,0,0,0,0,1.124,0.696,1.879,0
JPB:bin_000616,0.819,0,0,0,0,0,0,0,0,0,0.791,0,0,0,1.057,0,0,0,0,0,0,0,0,0
JPB:bin_000617,0.778,0.855,1.114,0,0.795,0,0,0.891,0,1.135,0,0,0,0,0,0,0,0,0,0,1.292,0,0,0
JPB:bin_000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000619,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,0
JPB:bin_000621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000622,2.597,5.927,3.763,2.028,2.313,2.412,6.206,2.639,5.193,4.828,2.42,3.199,3.72,2.239,4.065,4.906,3.846,1.443,1.438,2.531,7.689,1.489,2.497,3.439
JPB:bin_000627,0,0,0,0,0,0,0.673,1.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.163,0
JPB:bin_000628,0,0,0,0.766,0,1.398,0,0,0,0,1.698,0,0,0,0,0.739,1.501,0,0,0,0,0,0,0
JPB:bin_000629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742,0
JPB:bin_000630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000633,1.943,1.153,0.899,1.685,0.829,2.282,0,0,0.977,1.005,3.796,1.013,0.86,1.416,2.13,0,0,0,0,3.028,1.639,0.812,0,0
JPB:bin_000634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0
JPB:bin_000635,1.083,0,2.133,0,1.57,1.315,1.06,1.598,2.768,2.908,0,1.433,0,0,1.385,0,1.791,1.51,1.404,0,2.014,0,0,0
JPB:bin_000636,2.028,0,1.276,3.667,0,3.181,1.38,1.507,0,0,2.064,1.32,2.87,1.594,2.355,1.966,1.784,0,0,1.404,0,1.97,0,0
JPB:bin_000637,0,0,0,0,0,0,0.804,0,0,0,0.733,0,0.779,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000639,0,1.321,0,1.821,0,1.081,3.394,2.99,0,0,1.372,0,0,1.229,0,3.414,0,0,0,0,0,0,1.913,0
JPB:bin_000640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000644,0,0,0,0,0,1.594,0,0,0,0,0,0,0,0,1.122,0,0,0,0,0,0,0,0,0
JPB:bin_000645,1.838,17.697,4.636,4.287,12.228,12.17,1.259,8.048,12.797,16.478,9.902,15.147,4.501,2.056,1.157,18.793,5.883,12.202,10.186,12.55,1.806,3.399,0,20.238
JPB:bin_000647,0,1.841,1.798,1.448,0,2.292,1.683,0.872,0,0,1.5,0,1.152,0.836,0,3.059,0,0,0,0,0,1.041,3.844,0
JPB:bin_000648,0,1.162,0,0,0,6.806,0,0,0,0,0,0,2.397,0.907,0,1.115,0,0,0,0,0,0,0,0
JPB:bin_000651,0,0,1.439,0,0,0,0,0.962,0,0,0,0,0,0,0.708,0,0,0,0,0,0,0,0,0
JPB:bin_000652,2.217,3.168,3.599,2.311,2.572,2.149,3.563,3.556,3.104,3.444,2.102,1.538,1.534,1.47,3.275,1.5,3.151,2.228,2.698,2.297,3.963,1.704,1.614,2.273
JPB:bin_000653,0,0.765,1.482,1.3,1.192,1.157,1.478,0.872,0.894,0,2.547,1.387,0.806,0.879,0,1.383,0,1.122,0,0,1.512,0.945,2.578,0
JPB:bin_000654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0
JPB:bin_000657,1.843,4.341,5.922,1.854,1.65,1.846,7.661,2.37,3.003,2.65,2.427,2.721,2.441,2.074,4.401,3.389,2.336,0.845,0.869,1.533,8.217,3.845,2.847,3.15
JPB:bin_000658,1.128,4.054,3.83,0,1.115,0,2.143,1.58,3.087,1.141,0,0,0,0.968,0.999,0,1.064,0.747,0,0,1.12,0,0,0
JPB:bin_000659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPB:bin_000660,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0
JPB:bin_000661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ1:bin_000004,2.009,4.119,6.161,0.909,2.285,1.974,2.361,4.487,5.491,6.055,0.898,2.253,1.702,6.718,2.344,0.995,3.149,2.366,0.564,0.724,2.003,1.098,0.881,1.481
TJ1:bin_000005,12.897,8.456,7,10.786,7.503,11.604,7.896,8.55,5.3,7.928,10.243,11.153,11.557,5.822,12.042,7.206,11.585,5.168,3.59,12.248,14.67,5.585,8.502,8.016
TJ1:bin_000006,0,0,0,4.126,0,0,0,0,0,0,2.157,0,3.503,1.987,0,2.648,0,0,0,2.16,0,0,2.42,1.585
TJ1:bin_000008,1.753,6.502,7.653,0,2.928,0.941,2.665,6.089,4.161,5.675,0.646,0,1.566,1.935,2.089,0,3.403,2.465,2.36,1.102,5.387,1.393,0.645,1.676
TJ1:bin_000010,0,0.68,0,42.675,0,6.903,1.474,0.675,0,0,0,1.145,0.891,0,0,1.194,0,0,0,2.583,0,0.701,0,0
TJ1:bin_000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,22.381,0
TJ1:bin_000016,0,0,0,1.097,0,2.854,1.265,4.314,0,0,2.087,0.725,1.717,0.71,2.58,1.608,0.835,0,0,0,0,0,1.349,0.767
TJ1:bin_000017,0,1.915,0,0.882,0,4.832,2.378,3.228,0,0.704,0,0,4.907,3.847,3.409,2.245,0,0,0,0,0,0,0,0
TJ1:bin_000023,0,2.002,0,1.458,0,1.61,2.298,1.361,0,0,1.596,0,1.562,1.226,0.873,1.525,0,0,0,0,3.078,1.119,4.415,0
TJ1:bin_000026,0,0,0.644,0,0,0,8.701,3.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ1:bin_000028,0,0,0,5.57,0,0,0,0.718,0,0,0,0,1.906,0,0,13.151,0,0,0,0,1.455,0,2.111,0
TJ1:bin_000030,2.156,2.758,0,0,1.473,0,0,1.108,2.228,0,0,0,0.693,3.507,0,1.651,1.549,0,1.233,0.858,9.351,1.359,1.391,0.88
TJ1:bin_000031,0,0,0,1.028,0,3.247,3.039,3.574,0,0,2.041,0,1.921,0.6,0,3.918,0,0,0,0,1.698,0,4.111,0
TJ1:bin_000033,1.792,2.298,4.178,5.387,12.422,1.975,1.686,4.72,2.378,1.817,0,4.179,0.666,6.312,3.395,4.675,2.366,0.956,1.365,0,6.602,2.986,0,0.627
TJ1:bin_000037,0.72,1.041,1.511,0,0.933,0.728,0.576,0.923,2.403,1.211,0.652,1.273,1.615,0.697,0,1.304,0.75,1.393,0.66,0,2.107,0.845,0.877,0
TJ1:bin_000038,1.144,1.097,1.433,1.821,2.844,3.064,1.588,0.744,2.051,2.522,1.664,5.717,1.168,1.078,2.411,1.944,2.114,5.179,2.004,1.914,1.827,0.952,0,1.572
TJ1:bin_000042,0,0,1.815,0.669,0,1.079,2.352,0.86,0,0,0.671,0,0,0,0,8.584,0,0,0,0,3.489,0.698,0,0
TJ1:bin_000046,0.599,0,0,0,0,0,0.644,0,0,0,2.579,0,0.853,0,0,2.248,0,0,0,0,0,0.731,11.754,0
TJ1:bin_000047,2.224,3.311,3.955,3.087,1.637,2.627,4.559,3.805,3.649,9.878,1.692,1.063,1.708,2.251,3.168,2.527,4.807,2.442,3.645,4.191,10.074,1.111,1.988,2.249
TJ1:bin_000049,3.464,2.184,4.187,3.73,3.452,4.193,2.207,1.745,3.805,3.596,4.929,4.96,3.415,2.576,4.845,4.323,3.39,4.391,2.859,3.49,3.67,1.714,0,3.533
TJ1:bin_000053,0,1.923,1.329,1.417,0,3.873,6.709,4.4,0,0,1.654,0,2.182,0,0.774,1.669,3.036,0,0,0,7.656,1.181,6.308,0
TJ1:bin_000057,0,2.246,1.678,0,1.761,0,0,2.659,3.578,0.878,0,0,0,0.755,0.907,0,0.996,1.057,0,0,1.806,0.838,0,0.959
TJ1:bin_000062,0.895,4.597,1.587,1.863,0.733,1.727,3.079,2.17,0,0.93,2.824,2.144,3.206,2.031,1.667,1.12,0.625,0,0,1.242,0.949,1.781,0.759,1.829
TJ1:bin_000065,0,0,2.461,0,0,0,1.4,1.544,0,0,0,0,2.367,0,0,1.067,0,0,0,0,2.784,0,2.149,0
TJ1:bin_000071,0,8.227,3.372,0,0,0,0,0,0,0,1.264,0,0,0,0,0,0,0,0,0,0,0,0.829,0
TJ1:bin_000072,0,0,0,0,0,0,0,1.093,0,0,0,0,0,0,0,1.558,0,0,0,0,0,0,39.36,0
TJ1:bin_000075,5.337,7.228,7.284,6.203,13.724,7.259,4.097,2.282,5.223,7.978,13.023,12.115,6.23,5.293,8.044,4.581,7.276,10.426,6.579,12.332,11.119,4.994,2.914,8.375
TJ1:bin_000077,0.955,1.262,1.553,2.676,1.233,1.177,0.832,0.96,1.653,1.512,1.239,1.06,0,0.865,1.126,0,0,1.689,0,1.334,1.095,1.201,0,0
TJ1:bin_000082,3.981,6.714,2.485,7.446,1.85,6.855,3.745,4.033,0.927,3.358,5.795,1.869,2.016,2.576,7.188,7.247,2.6,0,0,2.923,4.559,3.53,3.183,2.516
TJ1:bin_000085,0,3.99,0,0,0,0,5.557,0,0,0,0,0,0,0,0,0,0,0,0,0,19.628,3.546,0,0
TJ1:bin_000086,0,1.561,1.334,4.69,0.597,0,2.204,2.456,2.41,1.239,0,1.096,1.812,0,3.606,0,0.684,1.358,0,3.442,0,1.826,0,0.993
TJ1:bin_000088,0,2.759,2.558,0.604,0,0,2.052,0.904,0,0,0,0,0,0,0,0,2.136,0,0,0,2.319,1.825,1.603,0
TJ1:bin_000089,0,2.855,0,2.923,0,0,8.588,0,0,0,1.331,0,4.834,1.285,0,1.508,0,0,0,0,5.962,1.123,1.76,0
TJ1:bin_000092,0,1.61,0,0.78,0,0.725,5.185,9.928,0,0,3.344,0,1.682,0,0,1.093,0,0,0,0,2.252,0,1.628,0
TJ1:bin_000093,0,3.279,0.695,0.91,0,0.576,0.977,1.225,0,0,0,0,0.914,0.773,0,0,1.136,0,0,0,1.348,0,0.913,0
TJ1:bin_000094,0,8.763,1.405,3.847,0,0,0,0,0,0,0,8.666,0,7.517,0,0,0,0.569,0.703,0,0,0,0,0
TJ1:bin_000097,1.991,2.461,7.292,0,3.736,2.299,1.649,1.844,3.41,1.448,1.184,1.113,1.161,1.656,2.548,1.569,2.007,1.366,0.893,0.79,0.895,0.912,0,2.463
TJ1:bin_000101,8.237,1.506,4.257,5.695,8.614,3.684,1.178,8.278,3.335,4.975,10.706,8.431,8.743,5.645,7.727,3.674,9.287,12.757,5.816,3.212,1.836,6.264,0,6.122
TJ1:bin_000109,6.424,1.863,3.099,3.429,2.768,4.732,3.555,4.95,1.869,6.737,2.908,2.142,2.709,1.604,3.102,1.656,4.961,1.899,1.065,7.079,5.448,0.951,2.103,1.634
TJ1:bin_000112,0,1.681,1.134,2.084,0,1.046,0,1.806,0,0,0,0,0,0,1.936,8.31,0,0,0,0.706,0,0,0,0
TJ1:bin_000114,2.551,1.836,0.657,2.439,0.927,1.185,0,1.173,0,1.304,5.502,0,1.831,0,8.075,4.919,4.883,0,0,3.508,3.948,2.741,0,0
TJ1:bin_000117,0,0,1.729,1.031,0,0,0.904,0.658,0,0,2.153,0,4.239,0,0,0,0,0,0,0,3.133,1.048,1.34,0
TJ1:bin_000119,0,0,0,6.518,0,0,1.431,0,1.1,0,2.177,1.95,2.458,3.832,0,0,0,0,0,0,0.944,2.87,0,0
TJ1:bin_000121,0,1.008,0,2.501,0,0,2.117,3.945,0,0,1.039,0,0,0,0,1.376,0,0,0,0,1.043,0.595,2.63,0
TJ1:bin_000124,6.38,1.332,0,5.697,7.117,1.931,0,0,7.754,1.804,1.911,3.103,1.448,4.108,3.833,0.769,1.939,4.222,6.258,2.994,0,2.187,0,2.385
TJ1:bin_000126,0,1.167,0,0,0,0,6.047,8,0,0,0,0,0,0,0,1.528,0,0,0,0,10.502,1.868,7.976,0
TJ1:bin_000133,6.024,12.413,5,1.211,1.395,2.891,2.627,0.952,1.035,3.351,2.408,3.387,1.555,4.258,2.265,2.391,12.104,6.808,2.043,1.345,2.823,2.122,0,0
TJ1:bin_000134,1.088,0.887,0,0,0.724,0.613,1.683,0.957,0,2.28,0,0,10.864,0,1.408,0,0.586,0,0,1.684,1.104,3.489,0,1.888
TJ1:bin_000137,0,0.636,1.754,2.338,3.064,3.944,2.525,2.599,1.058,1.235,0,0.681,5.258,0,0,0,1.613,0,0,2.561,1.894,0,0,2.428
TJ1:bin_000138,0,0.589,0.842,0,1.01,0,4.002,2.344,3.815,0,1.082,2.902,1.862,1.345,3.89,0,0,0.725,1.11,0,2.417,0,0,0.767
TJ1:bin_000143,0,3.849,0,0,0,0,2.994,2.916,0,0,0,0,0,0,0,0,0,0,0,0,2.861,0.601,2.556,0
TJ1:bin_000144,0,1.321,0,2,0,0.705,1.257,0.798,0,0,0.742,0,0.697,0,0,4.727,0,0,0,0,0.73,0.594,0.973,0
TJ1:bin_000147,1.552,3.16,1.696,0.802,0,0,0,0.721,1.658,3.064,4.553,0.852,2.18,1.301,1.119,0.963,7.367,1.2,0,2.697,1.141,3.004,0.712,0.74
TJ1:bin_000149,3.685,0.748,0.775,1.824,1.92,3.086,1.87,1.781,2.634,2.63,2.977,1.521,2.08,3.459,6.076,0,1.417,2.663,0,6.363,2.871,10.5,0,0.85
TJ1:bin_000151,0,0.673,1.403,0,0,1.137,1.563,1.663,0,0,1.957,0,1.529,1.515,0.842,0.635,0,0,0,0,1.436,0.581,0,0
TJ1:bin_000159,0,6.617,3.372,8.675,0,1.691,7.339,1.948,0,0,3.456,0,13.012,1.563,0,12.695,0,0,0,0,17.115,1.682,21.14,0
TJ1:bin_000163,1,2.645,1.561,0.713,0,0.873,1.749,3.538,0,0.792,1.272,0,2.165,0,0,1.154,1.788,0,0,1.096,2.026,1.541,1.193,0.8
TJ1:bin_000164,1.982,0.888,0,1.176,2.192,2.392,0,2.868,1.916,0,3.565,0.9,0.989,0,2.425,6.988,2.15,1.156,1.353,3.047,0,2.399,0,1.688
TJ1:bin_000166,0,0.868,0,3.703,0,1.608,1.776,2.309,11.163,0,0,0,0,13.076,3.04,0,0,0,0,0,0,0,0,0
TJ1:bin_000167,0,0.835,2.665,0,1.02,2.039,2.313,4.619,0,0,0,0,1.296,0,2.985,3.357,0.68,0,0,0,1.02,0,9.182,0
TJ1:bin_000168,0,0,0,0,0,0,6.535,4.538,0,0,0,0,0,0,0,0,0,0,0,0,6.526,0,1.445,0
TJ1:bin_000173,0,0,0,0.855,0,0,0,0,0,0,1.226,0,0,0,0,0,0,0,0,0,0,2.097,6.245,0
TJ1:bin_000175,0,1.311,12.305,6.16,0,6.713,11.303,2.683,14.019,0.847,1.056,2.882,0,3.755,7.732,3.267,0,0.884,0.863,0,2.54,1.027,0,0
TJ1:bin_000177,0.871,1.758,2.032,0.868,0,1.241,2.22,1.606,0,1.316,1.315,0,0.937,0.867,0.861,1.041,1.299,0,0,0.619,2.6,0.637,1.889,0
TJ1:bin_000183,0.878,4.239,6.053,1.022,0,0,0.776,0,1.339,1.408,2.27,1.692,2.359,4.509,0,1.3,4.214,0,0,2.397,2.125,3.334,0.954,0
TJ1:bin_000191,0,3.594,0.691,0.967,0,1.234,2.601,8.485,0,1.061,8.772,0,0,0,0,4.089,1.745,0,0,0,3.156,4.126,6.658,0
TJ1:bin_000194,6.352,4.274,6.477,2.918,5.383,3.625,2.312,4.744,3.597,19.799,5.849,8.148,2.247,2.448,4.973,6.77,13.453,8.2,3.346,6.197,3.94,6.178,2.193,6.856
TJ1:bin_000196,0,0,1.089,1.02,0,2.84,4.928,1.834,0,0,1.182,0,3.743,0.924,0,3.385,0,0,0,0.777,3.234,1.293,0,0
