genome,D300242,D300243,D300244,D300245,D300246,D300247,D300248,D300249,D300250,D300251,D300252,D300253,D300254,D300255,D300256,D300257,D300258,D300259,D300260,D300261,D300262,D300263,D300264,D300265
TJ1:bin_000197,0,0,1.93,0,0,1.441,2.535,1.932,0,1.406,1.369,0,1.183,0,1.312,1.677,1.279,0,0,0.941,1.284,0,0.678,0.631
TJ1:bin_000199,0,5.145,3.104,0.875,0,0.813,4.077,8.437,0.84,0.625,0,0,0,1.142,1.533,0,0,0,0,0,3.042,0.621,2.858,0
TJ1:bin_000211,0.668,0,1.645,0.809,0,4.124,2.586,1.544,0,0,0,1.571,0,1.59,6.033,2.879,0,0.852,0,2.356,4.024,1.959,10.939,0
TJ1:bin_000214,0,0.788,0,5.548,0,2.289,3.31,0,1.109,0,1.48,0,0,0,1.969,2.276,0,0,0,0,0.893,0,3.464,0
TJ1:bin_000217,0,0,0,0,0,0,4.308,0.769,0,0,0,0,0,4.701,0,0,0,0,0,0,0,0,0,0
TJ1:bin_000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.955,0,0,0,0,0,0,3.45,0
TJ1:bin_000222,2.061,3.245,0.758,2.338,1.41,3.241,3.992,5.341,0,1.436,3.015,0.94,1.391,2.637,6.17,1.274,1.056,1.033,0.947,2.95,2.083,1.079,1.217,0.83
TJ1:bin_000223,0,1.075,0,0.852,1.426,0,2.164,56.017,44.359,5.052,0,0,0,0.63,1.846,0,0,1.59,0,0,15.911,1.251,2.105,0
TJ1:bin_000225,0,1.053,2.575,0.87,0,0.7,2.593,2.723,0,0,1.078,0,0.981,0.797,0.785,1.502,0,0,0,0,3.49,1.333,2.49,0
TJ1:bin_000227,2.006,5.601,1.658,2.131,1.01,2.854,4.744,7.673,1.991,0.973,1.01,0.865,2.249,2.934,2.444,5.216,2.637,0.814,0,2.457,0,3.22,3.511,0
TJ1:bin_000240,0,0,1.687,0,0,0,0,0.988,0,0,0,0,0,0,0,7.198,0,0,0,0,0.83,1.423,1.127,0
TJ1:bin_000246,4.206,2.874,1.931,1.498,2.362,1.208,0,2.351,3.652,1.738,0,1.982,2.158,1.469,3.062,2.998,4.34,1.138,1.722,1.395,1.129,1.432,0,2.395
TJ1:bin_000248,0.808,0.77,0,0,0,1.304,0.994,1.007,0,0,2.071,0,1.693,1.768,0,0.827,0,0,0,2.033,1.436,1.586,0,0
TJ1:bin_000249,1.095,2.635,2.641,0.781,1.075,0.927,1.089,2.43,1.804,1.563,0.84,0.63,0.929,1.088,1.234,1.509,0.984,1.104,0.967,0.755,1.981,1.079,1.136,1.392
TJ1:bin_000252,3.021,3.14,6.196,1.066,5.137,3.189,4.459,5.73,6.326,3.394,2.073,3.459,2.418,3.505,6.266,1.918,4.448,3.809,2.787,2.613,4.959,2.788,1.018,1.811
TJ1:bin_000254,1.719,2.443,2.533,2.001,1.526,1.128,1.492,1.058,1.181,1.121,1.958,1.937,2.16,1.069,0.924,1.388,0.944,0,0,0,1.398,2.015,0.951,1.992
TJ1:bin_000260,0,7.865,9.016,9.255,0,3.494,3.185,2.173,1.284,0,4.212,0.836,4.707,3.117,1.268,8.391,2.425,0,0,0,21.624,3.594,6.441,0
TJ1:bin_000269,1.89,3.96,6.443,0.685,5.063,0,2.944,10.517,3.157,6.825,2.589,4.885,0,1.446,4.271,3.609,10.343,4.84,1.784,12.267,7.096,3.176,1.567,2.288
TJ1:bin_000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.271,0
TJ1:bin_000278,1.884,2.885,4.641,0,2.477,1.796,1.923,2.756,2.139,1.25,1.499,0.712,0.78,1.598,2.371,1.301,2.058,0.973,0,1.135,1.799,1.562,0.603,1.169
TJ1:bin_000279,3.851,6.509,9.146,7.922,0,17.392,6.952,16.242,2.415,1.736,11.057,3.792,12.292,4.214,4.931,22.831,12.404,0.816,0,1.383,14.816,6.296,32.47,0
TJ1:bin_000280,0,6.373,0,0,0,1.974,0,0,0,0,0,0,1.215,0,0,1.816,1.262,0,0,0,0,0,0,0
TJ1:bin_000285,3.041,0.982,2.561,1.733,4.195,4.382,5.945,1.672,1.936,3.517,3.487,18.71,3.733,2.844,4.875,1.992,4.29,4.359,4.836,4.025,9.189,3.578,1.191,4.949
TJ1:bin_000290,0,0,0,0,0,0,2.693,3.79,0,0,0,0,0,0,0,0,0,0,0,0,4.587,0,0.692,0
TJ1:bin_000299,0,2.78,4.099,0,0,0,0.882,1.004,0,0.843,0.805,1.1,1.496,0,0,0,0,0,0,0,0,0.893,2.341,0
TJ1:bin_000306,1.513,3.691,1.765,3.001,1.246,2.547,3.511,1.608,0.885,0.784,1.529,0.955,2.631,2.465,3.553,8.21,2.389,0,0,1.566,3.646,3.495,1.956,0
TJ1:bin_000307,1.548,2.419,1.17,2.197,0,1.483,2.85,0.815,0,0,1.901,0,2.341,1.135,0.723,4.163,1.387,0,0,0,2.438,0.802,3.094,0
TJ1:bin_000309,0,0,0,2.056,0,0,1.13,0,0,0,2.65,0,0,0.976,0,2.96,0,0,0,0,0,0,4.081,0
TJ1:bin_000313,2.629,5.093,6.001,4.034,0,4.503,2.963,3.234,2.928,0,3.635,0,4.591,2.407,0,6.34,0,0,0,0,11.514,3.758,4.994,0
TJ1:bin_000317,1.617,1.804,1.499,1.96,0,5.911,1.985,3.913,0,0,1.733,0,1.264,1.229,2.022,3.081,2.63,0,0,1.28,0.987,0.703,5.214,0.788
TJ1:bin_000319,1.674,6.734,1.849,1.551,2.955,2.022,1.478,0.886,2.81,1.543,1.598,2.03,2.037,1.822,1.042,1.282,1.498,1.34,2.863,0,2.253,1.436,0,0.949
TJ1:bin_000320,0,2.583,1.934,0,0,0,1.909,1.232,1.04,0,0.867,0,1.73,0.858,0,1.416,0,0,0,0,3.979,0.839,2.47,0
TJ1:bin_000322,1.968,3.083,1.598,6.636,0,2.202,9.22,5.8,1.435,1.344,2.15,0,3.887,3.103,3.687,10.495,1.969,0,0,1.008,6.214,4.514,7.406,0
TJ1:bin_000328,0,3.087,1.272,0,0,0,1.998,0.921,2.334,3.14,0,0,0,0,0,0,0,0.921,0,0,2.472,0,0,0
TJ1:bin_000340,0,0.588,1.597,0,0,0.756,0,0,0.91,0.761,1.29,0,0,0.764,0.67,1.105,1.999,0.924,0,0.892,2.986,2.171,0,0.584
TJ1:bin_000342,9.32,14.765,35.303,5.144,7.765,7.23,5.808,14.773,14.223,14.479,10.544,3.214,3.412,4.75,8.172,5.262,24.095,4.062,9.782,8.752,17.682,4.002,3.854,1.836
TJ1:bin_000354,1.653,1.209,0,0.718,0,1.998,1.142,6.076,0,0.853,0.589,0,1.296,0.614,5.253,4.498,0,0,0,4.994,1.126,0.592,0,0
TJ1:bin_000355,0,0,0,0,0,0,0,1.286,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,4.216,0
TJ1:bin_000360,2.23,3.232,2.41,1.42,3.004,2.655,1.615,1.502,4.241,4.5,1.814,3.01,2.943,1.707,5.132,1.909,2.113,3.848,6.192,2.56,2.485,2.468,0,2.576
TJ1:bin_000368,0,0,0,0,0,0,1.022,1.264,0,0,0,0,0,0,0,1.24,0,0,0,0,1.472,0,18.768,0
TJ1:bin_000377,2.743,3.206,1.604,1.308,2.469,4.754,2.095,4.886,1.585,3.844,3.292,2.546,0.739,1.009,3.708,3.264,5.761,1.366,1.634,4.643,4.156,3.177,0,1.677
TJ1:bin_000390,0,0.873,0.991,0,0,1.835,1.787,0.71,0,0,1.096,0,0,0,1.057,0.67,0.713,0,0,0,1.701,0,1.808,0
TJ1:bin_000391,1.201,2.217,2.047,1.087,1.699,1.406,1.196,1.841,1.632,2.22,1.301,1.241,1.342,0.977,2.534,0,1.486,1.629,1.594,1.275,2.014,1.224,0,1.179
TJ2:bin_000001,2.432,1.838,2.146,0.947,2.487,6.392,1.367,2.09,1.463,1.539,2.503,1.107,0.941,0.888,5.046,0.973,2.006,2.059,1.057,2.154,1.95,0.885,0.652,2.614
TJ2:bin_000002,6.69,0,2.45,2.361,3.984,8.312,4.943,1.633,1.625,3.313,2.981,10.5,4.301,4.162,10.63,1.977,6.66,6.015,7.371,5.039,10.362,1.723,1.74,6.95
TJ2:bin_000003,0,30.9,0,14.844,0,0,247.385,13.13,5.175,0,3.376,2.093,10.608,59.735,14.367,38.909,0,7.322,0,0,5.512,30.738,0.797,0
TJ2:bin_000004,1.317,0,0,0,2.768,1.445,0,0,1.262,1.867,1.98,0.888,0.818,1.102,2.888,0,1.215,2.618,1.339,1.735,0,0,0,2.571
TJ2:bin_000005,2.732,4.101,2.742,1.216,2.344,0.775,3.285,4.528,0.88,4.851,2.98,1.304,1.761,1.467,2.414,3.387,3.174,2.009,2.908,2.793,6.18,1.234,3.982,2.632
TJ2:bin_000006,1.887,2.788,4.885,0.857,6.234,1.268,1.163,1.641,2.302,2.274,0.934,2.258,1.061,1.072,2.966,0.892,2.074,2.185,2.785,2.119,1.136,1.106,0,3.356
TJ2:bin_000007,3.877,11.513,36.499,5.367,13.323,3.724,5.645,12.048,6.601,5.211,2.822,12.23,4.319,13.528,10.881,1.681,2.964,6.773,3.315,1.38,7.865,6.407,5.725,4.811
TJ2:bin_000009,10.316,4.616,3.186,11.003,25.58,30.913,2.605,12.311,22.655,4.503,11.024,11.732,7.421,6.309,59.066,5.326,0,21.193,3.25,16.737,0.764,3.35,0,2.621
TJ2:bin_000010,0.754,0,0.993,0.768,1.346,0.788,0,0,1.228,1.679,0.934,1.308,1.331,0.865,1.51,0.737,1.526,1.691,0.888,1.387,1.195,1.042,0,1.297
TJ2:bin_000014,1.321,0,1.299,0.894,0,2.233,0,0.923,0,1.265,3.049,0,0,1.075,2.512,0,0.831,0.769,0,2.994,0,0.759,0,0
TJ2:bin_000015,4.145,3.947,2.237,5.365,2.258,2.741,4.659,1.726,1.588,2.026,2.432,2.09,3.883,1.945,2.289,2.363,4.469,1.208,0,1.903,2.818,3.657,1.626,1.996
TJ2:bin_000016,7.911,4.07,2.62,4.488,4.342,13.974,3.841,2.82,2.473,7.247,5.524,5.528,7.951,3.788,13.353,4.569,4.2,2.46,1.354,8.283,4.911,1.787,0,4.071
TJ2:bin_000018,3.565,0,0,2.114,6.356,3.822,0,0.916,0,0,2.462,0,0,2.173,3.733,0,0,2.323,0.567,2.631,0,0,0,1.997
TJ2:bin_000019,0,3.646,1.142,0,0,1.737,1.597,0.607,0,0.616,7.355,2.044,0,1.569,1.242,0.854,0,0,0,15.984,1.01,0,2.107,0
TJ2:bin_000020,1.984,0,0,0,8.999,0,0.579,0.651,4.458,2.099,0,0,0.792,0,2.467,0,9.096,6.059,6.817,19.778,0,0.74,0,2.656
TJ2:bin_000029,0.794,0,2.474,3.014,0,3.47,1.545,0.965,0,0,3.455,2.279,2.768,2.074,4.945,0,1.067,0,0,0.724,1.035,1.048,0,0
TJ2:bin_000030,0,0.742,9.601,2.238,2.265,0,0.762,0.626,2.11,4.059,14.591,0,0.917,1.399,1.156,2.031,10.716,0,0,1.205,0,4.93,1.46,1.67
TJ2:bin_000035,0,9.107,1.82,3.819,0,2.817,3.685,7.693,1.126,2.778,13.348,1.242,3.982,2.952,1.686,1.369,3.912,0,0,0,5.145,8.68,1.503,0
TJ2:bin_000037,3.869,0.867,1.25,12.218,0,0,2.198,8.065,2.341,3.209,0,1.254,0.667,0,1.914,0,0,1.484,0,2.372,1.118,0.95,0,1.028
TJ2:bin_000039,2.589,3.983,7.166,1.357,6.714,2.762,4.741,3.285,7.877,4.112,1.637,3.602,1.82,2.407,8.095,1.217,2.814,3.701,5.402,2.565,2.263,2.294,0.76,3.213
TJ2:bin_000041,4.519,4.453,13.484,0,12.199,6.326,2.641,4.703,14.181,2.622,3.198,6.6,1.086,3.005,10.818,0,3.135,5.11,1.709,2.357,2.917,1.949,0,9.125
TJ2:bin_000043,2.971,1.842,1.983,0,6.569,3.201,1.605,1.641,2.51,4.213,1.99,4.335,1.229,2.344,3.371,1.102,3.513,3.057,2.804,2.568,1.925,1.511,0,2.077
TJ2:bin_000046,2.718,2.729,3.12,0,3.062,1.5,1.832,1.86,1.193,2.834,2.831,1.899,0.787,0.806,3.068,0.845,2.843,1.658,1.397,2.3,1.601,0.87,0.627,3.052
TJ2:bin_000048,1.532,2.548,0,0,0,9.807,0,2.904,0.983,0.682,0,0,1.671,5.34,5.118,3.193,4.363,1.868,0,1.323,1.685,1.461,0,0
TJ2:bin_000049,0.619,1.094,0,0,0,6.399,0,0,0,1.701,3.86,0,0,0,0.799,0,11.874,0,0,0,0,0,0,0
TJ2:bin_000053,1.058,4.877,0,0,1.606,0,0,0.855,0,2.401,0,2.482,0,1.743,3.55,0,0.99,3.708,0,1.762,0,0,0,1.187
TJ2:bin_000061,1.587,1.937,2.296,2.538,0.882,5.183,1.996,2.19,0,1.555,3.078,0.914,2.037,1.524,3.133,1.978,3.528,0,0,2.655,2.5,0,1.227,2.213
TJ2:bin_000065,8.371,1.179,4.95,1.651,15.377,10.164,9.059,2.707,2.518,4.339,6.642,13.98,4.906,11.667,12.557,4.281,12.688,8.027,5.245,10.14,9.973,9.933,3.082,13.68
TJ2:bin_000070,1.375,0,3.497,0.953,3.35,2,0,0,2.11,0,1.811,1.817,1.577,1.448,2.779,0.758,0.846,1.613,2.367,4.984,0,1.454,0,0.773
TJ2:bin_000072,1.905,1.915,1.51,0.68,3.287,1.12,1.327,1.017,2.582,1.81,1.638,1.352,0.896,1.154,3.469,0.603,1.422,2.205,2.298,1.736,0.947,0.725,0,1.927
TJ2:bin_000076,1.295,0,0,1.785,1.057,1.38,0.788,0,0,0,1.989,1.051,0,0,1.788,0.881,0,0,0,1.528,0,0,0,0.955
TJ2:bin_000081,2.019,0,0,0,2.474,3.192,0,0,0,1.251,4.055,1.029,0,0,4.341,0,0,0.697,0,1.068,0,0,0,2.453
TJ2:bin_000087,1.741,0.778,1.755,0,3.038,1.039,0,0,1.807,1.829,0.914,0.957,0.988,0.785,1.168,0,1.152,1.175,1.778,1.109,1.012,0.841,0,1.107
TJ2:bin_000093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.425,0,0,2.755,0,0,0,20.983
TJ2:bin_000094,1.007,0,1.607,0,2.015,2.359,1.205,0.874,0.844,2.099,1.162,0.817,0,1.435,6.059,0,5.518,0,1.053,1.058,0.781,0,0,0.739
TJ2:bin_000096,3.3,1.232,2.595,0,2.304,2.815,1.523,2.617,2.933,9.693,0.784,3.508,1.656,2.316,5.559,1.012,12.22,1.883,1.697,5.914,1.824,0.992,0,4.211
TJ2:bin_000100,4.48,0.699,0,3.028,0,12.905,1.425,1.865,0,0,1.355,0,6.579,0,0,6.369,0.956,0,0,0,0,0.683,0.924,0
TJ2:bin_000105,2.525,9.135,4.359,1.703,8.434,1.12,0,3.994,6.053,2.102,2.307,2.33,1.763,2.876,3.86,0,1.912,3.01,2.952,1.388,0,2.221,0,2.814
TJ2:bin_000109,1.647,0,0,0,2.529,0.91,0,0,0,0,1.146,0.849,0,0,1.736,0,0,0.789,0.894,1.565,0,0,0,0
TJ2:bin_000111,0,0,1.791,2.788,0,2.162,0.695,2.054,0,2.232,1.92,0,0.996,1.056,3.981,3.389,1.529,0,0,1.689,0.606,1.9,0,0
TJ2:bin_000118,6.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.611,2.149,1.919,1.071,0,0,0,2.267
TJ2:bin_000134,2.028,2.01,1.635,2.754,0,2.906,2.599,2.208,0,1.595,2.72,1.401,2.345,1.634,3.117,0.945,3.513,0,0,1.951,2.574,0,2.422,1.275
TJ2:bin_000139,0,8.919,3.202,3.408,0,13.542,3.763,4.923,0.638,1.164,3.274,4.399,5.849,2.068,0,7.104,2.009,0,0,0,5.481,4.42,10.278,0
TJ2:bin_000142,1.453,8.41,3.595,1.244,0.707,4.793,2.353,2.661,1.168,4.95,0,0,0.6,0.966,1.98,1.58,2.255,0.982,0.721,2.449,2.245,1.017,0,0
TJ2:bin_000143,3.401,0,0,0,0,0.906,1.605,0,0,0,0,0,0,0,0,0,10.126,0,0,0,0,1.433,0,0
TJ2:bin_000144,0,0,0,0.986,0,20.641,0,0,0,0,0,0,0,0,0,5.558,0,0,0,0,0,0,0,0
TJ2:bin_000147,3.261,1.737,3.318,0.737,0.703,1.934,0,2.232,0,3.176,1.629,0.852,0.671,0,1.255,2.517,5.325,0,0,0.889,1.703,0,0,2.07
TJ2:bin_000148,0,5.218,2.368,0,1.872,3.148,0,1.095,1.375,1.387,0,0,3.859,0,0,0,3.91,0.812,0.883,2.278,5.073,1.74,20.478,1.105
TJ2:bin_000149,0,0.693,0,0,0,1.43,0,1.042,1.112,0.898,0,0,0,0,1.12,0,1.171,0,0.606,0.921,1.233,0.641,0.715,1.333
TJ2:bin_000150,0.908,0,0.712,1.16,1.565,0.933,0.812,1.491,0,1.594,3.52,0,0.739,0,0.94,0,0,0,0,1.349,1.255,0,0,0.744
TJ2:bin_000152,0,0,0,4.782,0,0,0,0,0.96,29.101,0,0,0,0,0,0,0,0,0,0,0,0,0,3.369
TJ2:bin_000154,3.297,3.217,1.918,0,2.768,1.685,1.025,3.127,2.507,6.894,0,1.269,0,0.655,1.666,0,3.554,3.051,5.096,3.076,4.212,0.76,0,2.354
TJ2:bin_000156,4.75,0,0.881,0,0.972,0,0,2.395,0,1.066,0,0,0,0.932,1.282,0,0.842,1.586,0,0,2.644,2.007,0.727,0.691
TJ2:bin_000159,1.683,4.412,4.771,0,0.887,1.585,2.818,2.223,2.136,3.207,1.042,1.258,2.167,1.408,1.479,1.795,3.46,1.775,0.747,0.68,7.873,1.473,3.506,0.936
TJ2:bin_000161,0.76,1.122,1.098,1.364,1.093,1.628,0.686,0.918,0,0,0.851,0.886,1.071,0,1.489,0.712,0.749,0,0,1.446,0,1.364,0,0
TJ2:bin_000166,1.491,5.305,1.1,0.826,0.636,1.034,1.476,2.925,1.224,1.923,0.68,1.023,2.078,1.812,2.09,0,0.765,0.576,0.746,2.262,2.271,0,0,1.167
TJ2:bin_000167,1.844,0,0,0,2.241,0,0,0.812,1.207,1.794,0.779,1.84,0,0,0.876,0,1.682,0,0.651,0.867,3.42,0,0,1.92
TJ2:bin_000168,2.424,0.958,2.563,0,6.21,1.968,0,0,1.32,7.146,1.006,2.707,1.137,1.555,3.46,3.194,1.811,0.801,1.227,1.86,0,0.77,0,1.627
TJ2:bin_000171,1.959,1.511,0.974,1.592,0,3.405,1.735,5.153,1.882,5.033,0,0,0.991,1.31,4.799,1.385,1.636,0.998,0,2.25,1.948,4.41,0,0
TJ2:bin_000173,0,1,1.208,1.542,4.781,0,1.132,0,1.84,2.447,1.389,2.117,1.986,0,2.084,1.336,2.469,0.989,0.839,5.315,0,1.505,0,2.362
TJ2:bin_000175,2.524,0,0,0,0.978,2.01,0,0,0,2.429,0,0.784,0,0,2.011,0,0.788,0,0,0.987,0,0,0,1.191
TJ2:bin_000178,3.347,1.857,1.267,1.611,1.433,3.057,0,1.687,1.119,2.038,2.142,1.167,1.529,0.89,2.43,0.955,2.707,0.806,0.805,4.895,1.708,1.081,0,1.775
TJ2:bin_000186,1.607,0.681,0,0.706,0.911,2.349,0.719,1.314,0,0,1.945,0,0.703,0.743,3.603,0,1.112,0,0,0.602,0,0,0.754,0.811
TJ2:bin_000189,1.951,0,0,0,2.548,0.768,0,0,0.66,1.383,0.607,1.377,0,0,1.317,0,1.236,2.067,2.713,1.169,0,0,0,0.624
TJ2:bin_000194,3.296,1.999,2.195,3.83,2.196,3.988,2.794,2.355,1.044,3.495,4.89,0.857,3.409,1.255,2.991,3.126,6.734,0.888,1.172,2.14,4.217,1.579,3.577,1.976
TJ2:bin_000196,3.822,0.82,7.57,1.2,4.695,4.931,1.32,2.631,3.158,0.735,2.807,2.656,1.478,2.332,3.559,3.011,3.025,1.338,0.751,2.756,4.283,2.474,0.737,1.21
TJ2:bin_000197,2.015,0,1.799,0,1.965,2.022,0,0.9,2.279,0,1.521,1.318,0.687,1.451,2.168,0,2.047,0.752,0,1.684,0,0.911,0,0.64
TJ2:bin_000198,0,0,0,0,5.287,0,0,0,0,0,0,0,0,0,1.688,0,0,0,0,1.432,0,0,0,1.009
TJ2:bin_000199,3.03,1.842,7.043,0.707,1.229,1.242,1.776,0.921,1.797,1.001,1.176,0,1.475,0.811,4.82,2.75,5.69,0.856,0,2.51,3.701,1.961,1.013,0
TJ2:bin_000200,0.748,0,0,0,2.323,0,0,0,0,0,0,1.009,0,0.725,2.188,0,0,2.306,0,0.804,0,0,0,1.062
TJ2:bin_000201,1.337,0,0,0,8.703,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.657,0,0,0,1.143
TJ2:bin_000203,1.054,0,2.31,0.816,0,2.974,1.382,0.699,0,0,0,0,1.902,0.948,0.749,0,1.115,0,0,1.349,0.694,0.979,2.701,3.494
TJ2:bin_000208,1.988,0.804,1.616,1.058,2.315,2.848,3.68,1.232,0.989,3.419,1.99,8.594,1.374,3.031,3.046,1.15,3.112,3.289,4.09,6.293,6.853,1.746,0,3.003
TJ2:bin_000214,0.935,0,0,1.328,1.458,1.281,0,0,0,0,1.032,0.987,1.892,0,2.979,1.094,0,0.62,0,2.051,0,0,0,0.685
TJ2:bin_000220,0,2.233,0,0,0,1.283,1.051,3.246,0,0,10.181,0,0.963,0,0,1.184,1.483,1.127,0,0.665,0.8,1.308,1.074,0
TJ2:bin_000223,1.228,1.305,1.254,2.888,1.409,2.099,5.398,1.211,2.301,0,1.415,1.254,0.844,1.638,1.964,4.083,2.658,1.125,0,1.843,1.225,2.354,2.859,0
TJ2:bin_000225,1.681,1.352,3.067,4.083,5.41,3.225,1.096,5.862,5.807,5.527,5.461,3.166,4.81,1.675,2.599,3.93,0,2.379,0,4.078,4.296,4.248,0,7.481
TJ2:bin_000231,3.005,3.647,3.166,2.418,3.253,2.302,1.98,2.755,3.839,3.896,1.87,5.961,1.899,2.139,2.886,1.967,5.251,3.037,2.963,3.441,6.082,2.522,0,3.194
TJ2:bin_000234,2.217,0,1.075,1.127,2.554,0.743,0.612,0,0,0.593,1.901,0,0.74,0,1.051,0.761,0.938,0,0,0,0.981,0,0,1.135
TJ2:bin_000236,0,1.574,0.822,2.315,0,5.51,0.684,0,0,0,3.471,0,0,0,0,1.335,0.889,0,0,0,1.485,1.391,7.434,0
TJ2:bin_000238,3.825,9.809,8.734,8.984,0,18.616,17.029,15.091,0,0.752,2.398,2.503,4.134,1.922,0.991,8.569,2.151,0,0,0,14.415,2.025,20.172,0
TJ2:bin_000245,4.897,7.805,12.509,1.448,7.202,4.468,2.521,3.887,10.283,5.809,1.058,4.26,3.258,4.363,9.078,5.639,7.581,6.718,3.997,3.117,5.587,3.515,0.84,4.336
TJ2:bin_000253,0.657,0.975,0,0,2.366,2.006,0,0,0,0.879,0.971,1.828,0,0,1.045,0.777,1.332,0.755,0.836,0.753,0.73,0,0,0.783
TJ2:bin_000266,1.154,1.314,1.245,35.999,1.352,6.203,1.559,4.153,2.661,0,3.142,0,5.574,6.095,5.773,0,3.181,0.923,0,4.29,1.43,1.228,0,0
TJ2:bin_000283,0.94,1.726,1.416,2.873,0,3.219,0,0,0,1.32,5.433,0.776,0.721,0.93,4.927,4.431,3.363,0,0,2.031,2.533,1.972,0,0
TJ2:bin_000284,0,0,0,0,0,0,0,0,0,1.893,0,0,0,0,0,0,5.877,0,0,1.228,0,0,0,0
TJ2:bin_000289,1.133,0,1.372,0,1.797,3.054,3.503,0,1.106,1.322,1.188,6.278,1.966,2.185,3.492,0,1.578,2.294,1.082,2.786,2.615,1.798,0,2.829
TJ2:bin_000298,2.21,0.697,0.676,0,0.638,0,0,0.674,0,0.656,0,0,0,0,0.951,0,1.141,0,0,0.945,1.109,0,0,0
TJ2:bin_000319,5.7,0.855,4.018,1.161,3.746,8.102,10.103,3.314,5.27,2.478,3.417,16.123,4.558,6.507,10.841,1.719,7.357,5.407,1.967,4.72,12.426,4.115,0.996,5.086
TJ2:bin_000332,2.906,1.127,1.66,3.227,1.944,1.995,1.283,1.92,1.867,4.277,3.252,2.097,0.861,1.639,2.333,1.475,3.879,1.518,1.487,4.691,1.267,1.11,0,1.913
TJ2:bin_000333,1.244,0,1.064,0,0,1.602,0,0.971,0,1.95,0.898,0.742,0.697,0,1.335,0,3.012,0,0,1.177,1.799,0,0,1.035
